주문번호,사용자아이디,성별,연령대,지역,product,quantity,price,total_amount,order_date
ORD001101,user0032,남,20대,서울,이어폰,7,485600,3399200,2025-06-04
ORD001102,user0199,남,70대,대구,키보드,4,484679,1938716,2025-08-24
ORD001103,user0428,남,20대,경기,노트북,2,182868,365736,2025-03-18
ORD001104,user0399,여,60대,서울,키보드,10,88807,888070,2025-06-05
ORD001105,user0142,남,10대,부산,CPU,4,251593,1006372,2025-01-03
ORD001106,user0241,남,20대,기타,키보드,10,218885,2188850,2025-11-08
ORD001107,user0204,남,60대,인천,프린터,2,77118,154236,2025-03-19
ORD001108,user0081,남,70대,기타,태블릿,2,109656,219312,2025-08-27
ORD001109,user0059,남,10대,경기,태블릿,3,29051,87153,2025-07-26
ORD001110,user0468,남,10대,경기,웹캠,2,68896,137792,2025-01-17
ORD001111,user0371,여,60대,기타,CPU,8,72296,578368,2025-05-08
ORD001112,user0319,남,10대,대전,웹캠,4,486219,1944876,2025-04-09
ORD001113,user0173,남,50대,서울,스피커,7,200378,1402646,2025-04-02
ORD001114,user0449,여,70대,경기,마우스,8,342115,2736920,2025-05-25
ORD001115,user0047,여,10대,광주,스피커,3,53669,161007,2025-09-26
ORD001116,user0173,남,50대,대구,마우스,3,484356,1453068,2025-03-18
ORD001117,user0193,남,10대,부산,프린터,10,151320,1513200,2025-07-07
ORD001118,user0195,남,70대,서울,SSD,6,379312,2275872,2025-04-20
ORD001119,user0177,남,70대,기타,그래픽카드,10,313581,3135810,2025-01-09
ORD001120,user0497,여,10대,인천,이어폰,2,120990,241980,2025-04-08
ORD001121,user0184,여,50대,대구,태블릿,7,491297,3439079,2025-06-07
ORD001122,user0434,남,30대,경기,CPU,3,112155,336465,2025-03-21
ORD001123,user0247,남,40대,경기,스마트폰,1,74843,74843,2025-11-11
ORD001124,user0119,여,30대,서울,마우스,3,252296,756888,2025-11-03
ORD001125,user0227,남,40대,광주,그래픽카드,10,33253,332530,2025-10-30
ORD001126,user0117,남,20대,대전,USB,1,217185,217185,2025-11-29
ORD001127,user0164,여,70대,인천,그래픽카드,2,180511,361022,2025-12-17
ORD001128,user0360,여,10대,부산,노트북,1,117306,117306,2025-03-05
ORD001129,user0186,여,40대,기타,스마트폰,1,324033,324033,2025-08-05
ORD001130,user0034,여,40대,대구,스마트폰,5,327582,1637910,2025-05-26
ORD001131,user0089,남,30대,기타,그래픽카드,7,443239,3102673,2025-02-24
ORD001132,user0415,여,40대,광주,노트북,3,439708,1319124,2025-02-26
ORD001133,user0031,남,70대,경기,노트북,1,291949,291949,2025-04-17
ORD001134,user0467,여,50대,부산,키보드,1,423626,423626,2025-08-19
ORD001135,user0391,남,40대,인천,태블릿,7,145792,1020544,2025-09-22
ORD001136,user0007,남,70대,대구,충전기,1,286408,286408,2025-02-24
ORD001137,user0016,남,30대,서울,충전기,3,311770,935310,2025-02-13
ORD001138,user0022,여,40대,경기,모니터,4,267528,1070112,2025-01-28
ORD001139,user0118,여,10대,서울,그래픽카드,8,374618,2996944,2025-05-28
ORD001140,user0489,여,40대,대전,모니터,6,279236,1675416,2025-07-25
ORD001141,user0361,남,10대,서울,웹캠,3,60876,182628,2025-08-11
ORD001142,user0273,여,40대,광주,프린터,3,183941,551823,2025-08-08
ORD001143,user0255,남,20대,경기,USB,10,134043,1340430,2025-01-03
ORD001144,user0344,남,50대,광주,마우스,6,105314,631884,2025-08-14
ORD001145,user0224,여,40대,인천,키보드,5,440526,2202630,2025-06-30
ORD001146,user0269,남,70대,인천,프린터,10,34593,345930,2025-09-01
ORD001147,user0030,여,40대,광주,태블릿,1,17821,17821,2025-02-21
ORD001148,user0321,남,70대,경기,SSD,5,174188,870940,2025-03-01
ORD001149,user0302,여,60대,기타,키보드,1,235320,235320,2025-05-10
ORD001150,user0384,여,50대,부산,USB,1,11301,11301,2025-10-10
ORD001151,user0367,여,50대,서울,스마트폰,2,431203,862406,2025-05-08
ORD001152,user0402,남,10대,대전,웹캠,2,167024,334048,2025-11-08
ORD001153,user0414,여,60대,기타,CPU,9,20869,187821,2025-07-22
ORD001154,user0253,남,60대,경기,모니터,10,278446,2784460,2025-08-26
ORD001155,user0351,남,70대,광주,태블릿,10,231171,2311710,2025-11-05
ORD001156,user0150,남,40대,광주,키보드,9,394167,3547503,2025-03-18
ORD001157,user0147,남,40대,기타,웹캠,4,255256,1021024,2025-05-17
ORD001158,user0426,남,70대,대구,태블릿,4,123315,493260,2025-04-04
ORD001159,user0353,여,50대,경기,웹캠,4,387383,1549532,2025-08-17
ORD001160,user0365,여,20대,광주,그래픽카드,1,36124,36124,2025-12-05
ORD001161,user0110,여,10대,기타,그래픽카드,3,14792,44376,2025-10-04
ORD001162,user0046,여,10대,인천,스피커,3,56412,169236,2025-12-07
ORD001163,user0412,여,10대,경기,모니터,1,331733,331733,2025-07-09
ORD001164,user0263,여,20대,경기,키보드,10,300663,3006630,2025-08-16
ORD001165,user0429,여,60대,서울,그래픽카드,1,384231,384231,2025-02-06
ORD001166,user0205,여,30대,인천,마우스,9,487578,4388202,2025-03-03
ORD001167,user0451,여,50대,부산,웹캠,8,497397,3979176,2025-08-14
ORD001168,user0225,남,50대,인천,노트북,9,196978,1772802,2025-01-14
ORD001169,user0024,여,40대,대구,충전기,5,284165,1420825,2025-12-08
ORD001170,user0432,남,70대,부산,태블릿,2,435535,871070,2025-10-16
ORD001171,user0305,여,10대,경기,CPU,2,158053,316106,2025-03-22
ORD001172,user0256,여,70대,인천,웹캠,9,468135,4213215,2025-12-10
ORD001173,user0463,남,40대,광주,웹캠,7,294438,2061066,2025-12-10
ORD001174,user0326,남,30대,서울,웹캠,8,349433,2795464,2025-07-01
ORD001175,user0061,여,70대,경기,SSD,4,375017,1500068,2025-10-25
ORD001176,user0182,여,10대,기타,CPU,7,59978,419846,2025-10-10
ORD001177,user0250,여,60대,부산,스마트폰,4,93814,375256,2025-07-13
ORD001178,user0399,여,50대,광주,마우스,6,57103,342618,2025-05-30
ORD001179,user0310,여,60대,대전,그래픽카드,1,464872,464872,2025-11-09
ORD001180,user0280,남,60대,대전,CPU,7,202185,1415295,2025-11-10
ORD001181,user0137,여,50대,대전,마우스,7,14432,101024,2025-02-03
ORD001182,user0079,여,10대,광주,마우스,8,7089,56712,2025-03-23
ORD001183,user0390,남,70대,광주,이어폰,6,305085,1830510,2025-10-05
ORD001184,user0001,남,30대,광주,USB,9,66566,599094,2025-12-23
ORD001185,user0315,남,40대,인천,이어폰,9,120512,1084608,2025-07-22
ORD001186,user0386,여,50대,경기,태블릿,8,80345,642760,2025-01-12
ORD001187,user0033,남,30대,경기,모니터,10,437742,4377420,2025-02-27
ORD001188,user0388,남,30대,인천,그래픽카드,10,470793,4707930,2025-04-15
ORD001189,user0120,남,40대,광주,CPU,7,57602,403214,2025-01-01
ORD001190,user0128,남,30대,대구,USB,6,98821,592926,2025-09-19
ORD001191,user0171,남,20대,대구,CPU,2,211034,422068,2025-05-23
ORD001192,user0075,여,10대,경기,태블릿,5,260832,1304160,2025-06-12
ORD001193,user0099,여,30대,서울,SSD,1,458725,458725,2025-10-18
ORD001194,user0433,남,40대,기타,CPU,7,211797,1482579,2025-02-03
ORD001195,user0359,여,50대,서울,USB,9,67467,607203,2025-10-05
ORD001196,user0206,여,70대,인천,키보드,1,455190,455190,2025-05-20
ORD001197,user0139,여,50대,경기,SSD,2,233181,466362,2025-04-26
ORD001198,user0095,여,60대,광주,이어폰,6,327394,1964364,2025-10-07
ORD001199,user0340,남,60대,광주,프린터,7,324206,2269442,2025-11-13
ORD001200,user0160,여,50대,대전,프린터,9,231868,2086812,2025-02-16
ORD001201,user0302,여,30대,서울,키보드,6,179407,1076442,2025-03-05
ORD001202,user0370,남,10대,기타,스마트폰,10,71657,716570,2025-05-07
ORD001203,user0356,남,30대,경기,키보드,7,467172,3270204,2025-08-31
ORD001204,user0350,남,20대,광주,모니터,2,222502,445004,2025-08-04
ORD001205,user0211,남,10대,대전,스마트폰,6,131313,787878,2025-07-10
ORD001206,user0195,여,10대,서울,노트북,10,30261,302610,2025-11-01
ORD001207,user0414,남,30대,대전,마우스,10,158880,1588800,2025-01-25
ORD001208,user0193,여,60대,대전,SSD,5,483611,2418055,2025-10-13
ORD001209,user0221,여,40대,서울,스마트폰,10,229017,2290170,2025-08-12
ORD001210,user0008,여,30대,광주,그래픽카드,5,85845,429225,2025-07-06
ORD001211,user0227,여,50대,서울,웹캠,8,397501,3180008,2025-08-19
ORD001212,user0164,남,20대,서울,태블릿,5,403656,2018280,2025-03-08
ORD001213,user0401,여,30대,광주,CPU,4,450334,1801336,2025-07-15
ORD001214,user0325,남,70대,광주,스마트폰,3,448893,1346679,2025-12-25
ORD001215,user0056,여,60대,대구,웹캠,5,29412,147060,2025-11-08
ORD001216,user0474,남,10대,광주,마우스,6,121010,726060,2025-04-06
ORD001217,user0078,여,20대,기타,태블릿,2,92702,185404,2025-09-02
ORD001218,user0206,남,70대,대구,웹캠,8,163852,1310816,2025-02-04
ORD001219,user0054,남,20대,대전,프린터,7,15548,108836,2025-02-21
ORD001220,user0467,여,50대,광주,노트북,2,196302,392604,2025-01-04
ORD001221,user0056,여,50대,광주,충전기,9,8871,79839,2025-12-31
ORD001222,user0066,남,70대,경기,마우스,8,293987,2351896,2025-10-23
ORD001223,user0483,여,40대,서울,CPU,10,463672,4636720,2025-05-20
ORD001224,user0368,여,70대,대전,그래픽카드,8,71731,573848,2025-03-26
ORD001225,user0076,남,20대,서울,모니터,7,40919,286433,2025-09-28
ORD001226,user0377,여,30대,부산,태블릿,5,120961,604805,2025-06-27
ORD001227,user0198,남,40대,대구,그래픽카드,10,383466,3834660,2025-11-22
ORD001228,user0136,남,30대,인천,키보드,3,194197,582591,2025-12-10
ORD001229,user0385,남,50대,대구,CPU,9,365231,3287079,2025-05-10
ORD001230,user0386,여,10대,서울,스피커,6,418813,2512878,2025-08-08
ORD001231,user0335,여,30대,기타,스마트폰,5,161171,805855,2025-03-16
ORD001232,user0451,남,10대,인천,모니터,4,444290,1777160,2025-03-20
ORD001233,user0395,여,60대,경기,충전기,8,150666,1205328,2025-08-13
ORD001234,user0106,남,60대,대전,스피커,7,401638,2811466,2025-11-25
ORD001235,user0087,남,20대,광주,스피커,3,257526,772578,2025-03-28
ORD001236,user0244,여,60대,서울,스피커,2,471673,943346,2025-10-05
ORD001237,user0434,남,50대,광주,모니터,1,421057,421057,2025-01-22
ORD001238,user0366,남,10대,광주,웹캠,5,173465,867325,2025-04-28
ORD001239,user0280,남,30대,부산,스마트폰,6,378060,2268360,2025-04-28
ORD001240,user0019,남,50대,경기,프린터,5,7194,35970,2025-07-22
ORD001241,user0259,여,50대,경기,그래픽카드,8,249601,1996808,2025-08-06
ORD001242,user0143,여,30대,대구,이어폰,6,91308,547848,2025-05-15
ORD001243,user0423,남,70대,대구,프린터,7,29042,203294,2025-02-03
ORD001244,user0318,남,40대,경기,노트북,8,317023,2536184,2025-11-25
ORD001245,user0330,남,20대,기타,USB,6,127313,763878,2025-09-20
ORD001246,user0276,여,70대,광주,웹캠,5,459297,2296485,2025-09-28
ORD001247,user0080,남,30대,대구,충전기,9,408063,3672567,2025-10-24
ORD001248,user0246,남,30대,기타,스피커,3,440096,1320288,2025-03-12
ORD001249,user0120,남,70대,경기,그래픽카드,5,198573,992865,2025-11-03
ORD001250,user0494,여,60대,대전,마우스,9,393009,3537081,2025-05-18
ORD001251,user0105,남,50대,기타,마우스,3,475249,1425747,2025-09-24
ORD001252,user0291,남,20대,경기,스피커,4,125920,503680,2025-12-04
ORD001253,user0016,여,70대,인천,CPU,9,263127,2368143,2025-10-18
ORD001254,user0265,남,60대,부산,마우스,4,91388,365552,2025-03-16
ORD001255,user0418,남,10대,인천,모니터,2,24478,48956,2025-03-31
ORD001256,user0033,여,40대,광주,태블릿,1,9534,9534,2025-02-28
ORD001257,user0016,여,60대,광주,키보드,1,478123,478123,2025-01-06
ORD001258,user0419,여,20대,대구,태블릿,9,44836,403524,2025-02-17
ORD001259,user0470,남,50대,대전,CPU,5,33354,166770,2025-06-13
ORD001260,user0484,남,50대,서울,SSD,4,337148,1348592,2025-09-05
ORD001261,user0401,남,20대,대구,이어폰,5,221798,1108990,2025-07-29
ORD001262,user0427,남,10대,서울,모니터,10,166880,1668800,2025-01-09
ORD001263,user0385,여,20대,서울,스마트폰,8,438938,3511504,2025-05-23
ORD001264,user0302,여,40대,경기,스마트폰,6,390123,2340738,2025-01-11
ORD001265,user0222,여,40대,대전,키보드,1,229543,229543,2025-02-07
ORD001266,user0332,여,30대,대전,그래픽카드,1,475473,475473,2025-02-14
ORD001267,user0431,남,30대,서울,SSD,2,370140,740280,2025-08-17
ORD001268,user0052,여,50대,대전,SSD,9,170833,1537497,2025-11-13
ORD001269,user0268,남,30대,부산,태블릿,8,22997,183976,2025-08-03
ORD001270,user0151,남,40대,광주,마우스,9,107064,963576,2025-07-18
ORD001271,user0402,남,50대,부산,USB,10,241707,2417070,2025-08-10
ORD001272,user0267,남,40대,기타,SSD,9,292200,2629800,2025-11-11
ORD001273,user0016,여,70대,광주,마우스,2,191885,383770,2025-07-05
ORD001274,user0040,여,40대,서울,프린터,8,443442,3547536,2025-11-01
ORD001275,user0012,남,20대,광주,CPU,4,67324,269296,2025-12-26
ORD001276,user0435,남,40대,서울,이어폰,6,239316,1435896,2025-02-10
ORD001277,user0003,여,20대,경기,SSD,9,449151,4042359,2025-08-25
ORD001278,user0262,여,10대,기타,충전기,6,176958,1061748,2025-08-22
ORD001279,user0047,남,40대,대전,태블릿,5,371182,1855910,2025-11-05
ORD001280,user0039,남,50대,인천,이어폰,3,412072,1236216,2025-02-17
ORD001281,user0304,여,20대,광주,이어폰,10,374696,3746960,2025-04-01
ORD001282,user0309,여,30대,경기,충전기,3,74879,224637,2025-01-28
ORD001283,user0375,여,30대,인천,키보드,5,379014,1895070,2025-10-11
ORD001284,user0151,여,40대,서울,스마트폰,6,358048,2148288,2025-08-11
ORD001285,user0002,남,20대,대구,충전기,9,67279,605511,2025-01-01
ORD001286,user0481,남,10대,광주,모니터,10,10469,104690,2025-12-27
ORD001287,user0141,남,40대,인천,모니터,6,215962,1295772,2025-03-11
ORD001288,user0443,여,20대,인천,CPU,5,445396,2226980,2025-10-14
ORD001289,user0455,여,10대,서울,키보드,10,173018,1730180,2025-09-06
ORD001290,user0485,남,20대,대전,프린터,9,342809,3085281,2025-08-20
ORD001291,user0070,여,10대,광주,CPU,4,48232,192928,2025-10-05
ORD001292,user0247,남,10대,대구,USB,6,4275,25650,2025-11-25
ORD001293,user0060,여,10대,인천,그래픽카드,1,48954,48954,2025-08-26
ORD001294,user0337,남,30대,인천,태블릿,2,428966,857932,2025-02-11
ORD001295,user0186,남,70대,기타,노트북,1,391001,391001,2025-10-19
ORD001296,user0023,남,40대,경기,SSD,3,105652,316956,2025-08-09
ORD001297,user0349,남,10대,기타,이어폰,10,165579,1655790,2025-12-25
ORD001298,user0259,여,50대,대구,프린터,2,460935,921870,2025-05-31
ORD001299,user0331,남,70대,기타,태블릿,4,426055,1704220,2025-10-31
ORD001300,user0110,여,30대,인천,웹캠,9,301461,2713149,2025-05-12
ORD001301,user0393,남,40대,경기,웹캠,5,248577,1242885,2025-09-21
ORD001302,user0104,여,70대,경기,모니터,3,249583,748749,2025-02-06
ORD001303,user0171,남,20대,대구,SSD,1,136170,136170,2025-10-15
ORD001304,user0114,남,10대,기타,CPU,10,212435,2124350,2025-06-01
ORD001305,user0402,여,40대,대전,USB,4,463237,1852948,2025-05-04
ORD001306,user0471,남,40대,서울,태블릿,6,457842,2747052,2025-05-20
ORD001307,user0020,여,40대,부산,웹캠,9,229286,2063574,2025-10-08
ORD001308,user0129,여,50대,부산,USB,4,377306,1509224,2025-06-05
ORD001309,user0410,남,40대,대전,태블릿,3,167681,503043,2025-03-12
ORD001310,user0170,여,10대,기타,그래픽카드,9,25868,232812,2025-08-16
ORD001311,user0026,여,30대,기타,웹캠,5,370459,1852295,2025-06-21
ORD001312,user0187,여,20대,부산,웹캠,6,42975,257850,2025-04-04
ORD001313,user0018,여,70대,대구,키보드,1,312462,312462,2025-01-22
ORD001314,user0359,여,60대,서울,스피커,8,330747,2645976,2025-11-04
ORD001315,user0120,남,10대,경기,충전기,2,467345,934690,2025-09-17
ORD001316,user0308,남,20대,대구,SSD,7,50678,354746,2025-06-01
ORD001317,user0200,남,60대,인천,마우스,8,358552,2868416,2025-11-21
ORD001318,user0368,여,20대,대구,그래픽카드,1,213925,213925,2025-05-18
ORD001319,user0091,남,10대,인천,마우스,2,358872,717744,2025-08-13
ORD001320,user0407,여,70대,서울,노트북,6,412531,2475186,2025-03-22
ORD001321,user0416,남,10대,대구,키보드,7,399221,2794547,2025-06-22
ORD001322,user0369,남,30대,대전,충전기,4,453368,1813472,2025-11-21
ORD001323,user0017,여,30대,서울,그래픽카드,10,179144,1791440,2025-09-10
ORD001324,user0227,남,70대,인천,충전기,2,402072,804144,2025-11-01
ORD001325,user0477,여,60대,대구,스피커,9,26961,242649,2025-01-15
ORD001326,user0385,남,10대,서울,태블릿,4,350399,1401596,2025-05-28
ORD001327,user0497,여,70대,서울,모니터,10,114367,1143670,2025-12-20
ORD001328,user0002,여,30대,인천,노트북,10,63137,631370,2025-04-20
ORD001329,user0260,여,10대,경기,USB,7,24911,174377,2025-06-03
ORD001330,user0049,남,60대,대구,CPU,10,478027,4780270,2025-11-12
ORD001331,user0090,여,30대,부산,CPU,10,468616,4686160,2025-07-11
ORD001332,user0076,남,30대,광주,키보드,10,179503,1795030,2025-01-18
ORD001333,user0494,여,50대,서울,스피커,1,214677,214677,2025-01-10
ORD001334,user0220,남,10대,광주,프린터,7,300469,2103283,2025-08-13
ORD001335,user0023,남,40대,대전,프린터,8,138766,1110128,2025-12-15
ORD001336,user0456,남,60대,부산,웹캠,3,376734,1130202,2025-05-28
ORD001337,user0358,여,70대,부산,노트북,5,305639,1528195,2025-01-02
ORD001338,user0235,여,70대,인천,스마트폰,7,258308,1808156,2025-06-17
ORD001339,user0083,여,70대,서울,키보드,1,115277,115277,2025-09-10
ORD001340,user0161,여,20대,광주,마우스,4,199958,799832,2025-05-27
ORD001341,user0276,여,20대,서울,스피커,2,241846,483692,2025-04-06
ORD001342,user0399,남,20대,부산,이어폰,10,369289,3692890,2025-06-19
ORD001343,user0008,남,50대,서울,스피커,2,37565,75130,2025-08-04
ORD001344,user0126,남,60대,광주,USB,1,187735,187735,2025-05-10
ORD001345,user0078,남,10대,광주,태블릿,4,8310,33240,2025-08-16
ORD001346,user0070,남,30대,대구,CPU,4,417587,1670348,2025-08-22
ORD001347,user0449,여,30대,인천,키보드,6,396437,2378622,2025-03-29
ORD001348,user0304,여,30대,인천,태블릿,10,387372,3873720,2025-01-24
ORD001349,user0124,여,60대,인천,SSD,4,443060,1772240,2025-01-05
ORD001350,user0190,여,50대,인천,키보드,3,240900,722700,2025-05-11
ORD001351,user0456,남,60대,인천,노트북,8,243937,1951496,2025-08-16
ORD001352,user0411,여,70대,인천,모니터,2,48623,97246,2026-01-01
ORD001353,user0093,남,40대,인천,키보드,9,4208,37872,2025-11-28
ORD001354,user0339,남,10대,대구,CPU,10,381400,3814000,2025-09-26
ORD001355,user0294,여,60대,서울,스피커,2,274811,549622,2025-07-07
ORD001356,user0223,남,70대,경기,USB,10,50525,505250,2025-08-12
ORD001357,user0191,여,50대,경기,프린터,4,281772,1127088,2025-10-29
ORD001358,user0384,여,60대,기타,마우스,6,299306,1795836,2025-12-27
ORD001359,user0285,남,60대,서울,SSD,2,201131,402262,2025-06-23
ORD001360,user0274,남,10대,광주,웹캠,4,252002,1008008,2025-03-21
ORD001361,user0298,여,20대,대전,스마트폰,9,477375,4296375,2025-06-09
ORD001362,user0050,남,20대,기타,마우스,1,345644,345644,2025-01-01
ORD001363,user0283,남,50대,대전,USB,1,94130,94130,2025-03-07
ORD001364,user0340,남,10대,대전,키보드,4,71920,287680,2025-05-23
ORD001365,user0143,남,60대,인천,CPU,5,256472,1282360,2025-09-26
ORD001366,user0216,여,50대,부산,프린터,2,35623,71246,2025-01-06
ORD001367,user0322,남,20대,서울,스피커,3,386728,1160184,2025-04-17
ORD001368,user0480,남,20대,인천,마우스,1,146226,146226,2025-08-13
ORD001369,user0436,남,60대,경기,모니터,8,189311,1514488,2025-07-10
ORD001370,user0461,남,50대,경기,태블릿,4,22720,90880,2025-06-21
ORD001371,user0130,여,20대,서울,스피커,1,214468,214468,2025-01-30
ORD001372,user0407,남,70대,기타,충전기,6,375995,2255970,2025-08-24
ORD001373,user0463,남,50대,부산,마우스,6,209605,1257630,2025-02-06
ORD001374,user0083,남,40대,경기,충전기,1,342710,342710,2025-06-02
ORD001375,user0312,남,70대,인천,웹캠,7,454608,3182256,2025-09-29
ORD001376,user0484,남,30대,부산,그래픽카드,4,63564,254256,2025-10-05
ORD001377,user0318,여,40대,인천,마우스,5,36064,180320,2025-10-18
ORD001378,user0445,남,10대,광주,충전기,2,421195,842390,2025-01-08
ORD001379,user0188,여,50대,대구,그래픽카드,9,30295,272655,2025-08-02
ORD001380,user0489,남,40대,부산,프린터,7,242437,1697059,2025-07-21
ORD001381,user0293,여,30대,대구,노트북,3,45099,135297,2025-06-05
ORD001382,user0399,여,30대,서울,충전기,10,151439,1514390,2025-08-09
ORD001383,user0351,여,50대,부산,프린터,7,103942,727594,2025-04-26
ORD001384,user0177,남,30대,광주,마우스,10,219540,2195400,2025-08-21
ORD001385,user0434,남,40대,인천,태블릿,4,68882,275528,2025-03-02
ORD001386,user0496,남,30대,부산,SSD,2,155936,311872,2025-07-30
ORD001387,user0425,여,60대,대구,이어폰,3,483153,1449459,2025-12-11
ORD001388,user0348,남,50대,기타,웹캠,3,54169,162507,2025-12-18
ORD001389,user0379,여,20대,부산,프린터,10,52425,524250,2025-06-09
ORD001390,user0308,여,30대,부산,모니터,2,345989,691978,2025-10-14
ORD001391,user0123,남,60대,대전,충전기,6,423050,2538300,2025-04-06
ORD001392,user0030,여,50대,부산,모니터,6,350548,2103288,2025-05-06
ORD001393,user0104,남,70대,부산,키보드,5,498672,2493360,2025-02-10
ORD001394,user0343,여,40대,서울,스마트폰,6,445774,2674644,2025-05-17
ORD001395,user0240,여,60대,대전,충전기,6,453757,2722542,2025-06-19
ORD001396,user0301,여,60대,대구,모니터,8,211436,1691488,2025-07-04
ORD001397,user0190,여,70대,대전,태블릿,4,229896,919584,2025-07-17
ORD001398,user0258,여,70대,경기,태블릿,10,408330,4083300,2025-04-17
ORD001399,user0041,남,30대,대전,스마트폰,5,67308,336540,2025-01-12
ORD001400,user0466,남,50대,대구,CPU,9,366817,3301353,2025-11-13
ORD001401,user0045,여,20대,광주,웹캠,5,267362,1336810,2025-03-15
ORD001402,user0482,여,50대,광주,태블릿,6,413366,2480196,2025-06-04
ORD001403,user0058,남,10대,기타,그래픽카드,8,96275,770200,2025-05-22
ORD001404,user0189,남,30대,인천,태블릿,3,126618,379854,2025-03-04
ORD001405,user0342,여,60대,부산,모니터,5,28598,142990,2025-03-22
ORD001406,user0060,여,70대,대구,CPU,7,429122,3003854,2025-06-08
ORD001407,user0415,남,40대,광주,모니터,4,377645,1510580,2025-12-03
ORD001408,user0054,남,10대,경기,충전기,8,119491,955928,2025-09-29
ORD001409,user0086,남,10대,경기,스마트폰,6,483215,2899290,2025-10-09
ORD001410,user0470,여,30대,인천,모니터,8,49432,395456,2025-07-05
ORD001411,user0459,남,40대,기타,이어폰,5,388514,1942570,2025-05-17
ORD001412,user0058,여,20대,인천,그래픽카드,8,26485,211880,2025-11-28
ORD001413,user0271,여,70대,대구,CPU,1,363545,363545,2025-03-17
ORD001414,user0228,여,40대,인천,웹캠,4,475447,1901788,2025-08-09
ORD001415,user0166,여,20대,부산,충전기,7,358547,2509829,2025-01-02
ORD001416,user0467,남,60대,서울,CPU,2,147096,294192,2025-11-19
ORD001417,user0079,여,50대,경기,노트북,6,428447,2570682,2025-07-08
ORD001418,user0266,남,10대,서울,CPU,6,341303,2047818,2025-03-19
ORD001419,user0350,남,60대,인천,키보드,8,449966,3599728,2025-06-08
ORD001420,user0238,남,10대,광주,노트북,3,168661,505983,2025-11-06
ORD001421,user0496,남,70대,부산,SSD,5,119860,599300,2025-07-23
ORD001422,user0322,남,40대,인천,CPU,9,423640,3812760,2025-01-18
ORD001423,user0102,여,50대,대구,스마트폰,4,64765,259060,2025-12-30
ORD001424,user0398,여,20대,서울,웹캠,3,272632,817896,2025-11-27
ORD001425,user0372,여,70대,부산,스마트폰,3,302787,908361,2025-03-07
ORD001426,user0181,남,20대,인천,마우스,6,323631,1941786,2025-03-19
ORD001427,user0359,남,50대,인천,노트북,8,119929,959432,2025-05-28
ORD001428,user0243,남,70대,대구,모니터,6,448146,2688876,2025-03-08
ORD001429,user0219,남,50대,대구,노트북,4,222892,891568,2025-08-29
ORD001430,user0465,남,50대,기타,노트북,7,49044,343308,2025-09-19
ORD001431,user0311,여,70대,경기,SSD,3,204995,614985,2025-09-16
ORD001432,user0438,남,40대,서울,키보드,3,436035,1308105,2025-01-08
ORD001433,user0080,여,10대,대구,스피커,8,66368,530944,2025-10-11
ORD001434,user0493,남,60대,경기,그래픽카드,4,469162,1876648,2025-09-10
ORD001435,user0363,여,50대,대전,SSD,7,484940,3394580,2025-07-26
ORD001436,user0167,여,70대,대전,마우스,8,106017,848136,2025-03-16
ORD001437,user0354,남,20대,인천,CPU,4,114608,458432,2025-12-31
ORD001438,user0325,남,70대,대전,이어폰,9,9853,88677,2025-03-20
ORD001439,user0344,남,60대,인천,마우스,6,294713,1768278,2025-07-01
ORD001440,user0194,남,70대,대구,모니터,7,30968,216776,2025-07-10
ORD001441,user0200,남,70대,기타,그래픽카드,1,472973,472973,2025-05-06
ORD001442,user0332,남,50대,서울,이어폰,2,449310,898620,2025-07-23
ORD001443,user0054,남,10대,기타,스피커,8,145587,1164696,2025-06-11
ORD001444,user0287,여,70대,경기,스피커,4,450195,1800780,2025-10-15
ORD001445,user0007,남,20대,광주,마우스,6,78855,473130,2025-07-25
ORD001446,user0402,여,60대,광주,모니터,1,267714,267714,2025-10-20
ORD001447,user0188,여,10대,대구,프린터,8,345379,2763032,2025-05-22
ORD001448,user0186,여,30대,경기,SSD,8,24610,196880,2025-03-31
ORD001449,user0045,여,60대,대전,키보드,2,194088,388176,2025-02-09
ORD001450,user0471,여,30대,광주,이어폰,10,402828,4028280,2025-01-09
ORD001451,user0344,남,50대,광주,웹캠,10,490341,4903410,2025-04-19
ORD001452,user0231,여,30대,인천,노트북,10,169317,1693170,2025-09-02
ORD001453,user0071,남,30대,인천,태블릿,1,426304,426304,2025-03-23
ORD001454,user0319,여,10대,인천,프린터,1,38287,38287,2025-12-05
ORD001455,user0158,남,20대,부산,SSD,2,79470,158940,2025-08-09
ORD001456,user0237,여,40대,서울,웹캠,10,212567,2125670,2025-09-25
ORD001457,user0038,남,40대,기타,CPU,8,114046,912368,2025-09-05
ORD001458,user0409,남,20대,기타,스피커,4,42892,171568,2025-07-19
ORD001459,user0492,여,60대,기타,스피커,1,242372,242372,2025-10-06
ORD001460,user0122,남,60대,대전,모니터,7,185767,1300369,2025-03-01
ORD001461,user0323,여,30대,대전,모니터,10,49074,490740,2025-01-16
ORD001462,user0372,여,20대,부산,키보드,9,353381,3180429,2025-03-16
ORD001463,user0062,남,30대,서울,SSD,1,84120,84120,2025-06-28
ORD001464,user0194,여,30대,기타,SSD,8,424390,3395120,2025-05-26
ORD001465,user0365,남,10대,인천,태블릿,8,4611,36888,2025-10-15
ORD001466,user0157,여,50대,광주,충전기,8,208430,1667440,2025-07-25
ORD001467,user0230,여,30대,경기,태블릿,5,301100,1505500,2025-04-14
